지점,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm),날씨,전운량(10분위)
112,2016.12.31 22:00,3.2,,1.9,82,,,
112,2016.12.31 23:00,3.2,,2.1,82,,,
112,2017.1.1 0:00,3.1,,2.2,81,,박무,0
112,2017.1.1 1:00,2.9,,2.5,83,,,
112,2017.1.1 2:00,2.3,,2.2,85,,,
112,2017.1.1 3:00,1.9,,2.1,86,,박무,0
112,2017.1.1 4:00,1.6,,2.2,87,,박무,0
112,2017.1.1 5:00,1.6,,2.4,88,,박무,8
112,2017.1.1 6:00,1.4,,2.5,90,,박무,0
112,2017.1.1 7:00,1.5,,1.8,90,,박무,9
112,2017.1.1 8:00,1.6,,2,90,,박무,9
112,2017.1.1 9:00,2.1,,2,89,,박무,9
112,2017.1.1 10:00,3.2,,1.3,84,,박무,9
112,2017.1.1 11:00,5.3,,1.9,77,,박무,5
112,2017.1.1 12:00,6.8,,2.8,72,,박무,9
112,2017.1.1 13:00,7.3,,3,70,,연무,9
112,2017.1.1 14:00,8.1,,2.5,70,,연무,8
112,2017.1.1 15:00,8.1,,2.4,74,,연무,9
112,2017.1.1 16:00,7.9,,2.2,72,,연무,8
112,2017.1.1 17:00,7.6,,1.9,72,,연무,9
112,2017.1.1 18:00,7.3,,1.8,72,,연무,9
112,2017.1.1 19:00,7.2,,1.5,70,,,
112,2017.1.1 20:00,7,,1.6,70,,,
112,2017.1.1 21:00,6.8,,2.5,70,,연무,9
112,2017.1.1 22:00,6.8,,3.3,73,,,
112,2017.1.1 23:00,6.5,,3.2,76,,,
112,2017.1.2 0:00,6.3,,3.3,76,,연무,10
112,2017.1.2 1:00,6.2,,3.6,78,,,
112,2017.1.2 2:00,6.2,,3.9,80,,,
112,2017.1.2 3:00,5.9,,2.7,80,,박무,9
112,2017.1.2 4:00,6.1,,3.7,82,,약한비단속,10
112,2017.1.2 5:00,6,,3.2,85,,약한비단속,9
112,2017.1.2 6:00,5.7,0.2,3.2,89,,약한비단속,10
112,2017.1.2 7:00,5.4,,3.1,91,,비 끝남,10
112,2017.1.2 8:00,5.5,,3.6,92,,박무,8
112,2017.1.2 9:00,5.6,0,2.5,91,,박무,9
112,2017.1.2 10:00,6.2,,1.9,90,,박무,9
112,2017.1.2 11:00,6.6,,3.1,89,,박무,9
112,2017.1.2 12:00,7.7,,3.1,69,,연무,6
112,2017.1.2 13:00,8.5,,4,67,,연무,7
112,2017.1.2 14:00,8.3,,3,73,,연무,7
112,2017.1.2 15:00,7.8,,3.4,77,,연무,4
112,2017.1.2 16:00,7.6,,3.8,79,,연무,6
112,2017.1.2 17:00,7.1,,2.4,83,,박무,3
112,2017.1.2 18:00,6.3,,3.1,80,,박무,7
112,2017.1.2 19:00,5.3,,4,85,,,
112,2017.1.2 20:00,5.1,,3.6,82,,,
112,2017.1.2 21:00,4.3,,4.7,86,,박무,8
112,2017.1.2 22:00,3.4,,4.6,88,,,
112,2017.1.2 23:00,3,,4.2,91,,,
112,2017.1.3 0:00,2.4,,3,91,,박무,0
112,2017.1.3 1:00,1.9,,3.6,88,,,
112,2017.1.3 2:00,1.5,,3.1,87,,,
112,2017.1.3 3:00,1,,1.8,87,,박무,0
112,2017.1.3 4:00,0.9,,2.1,80,,박무,0
112,2017.1.3 5:00,0.7,,1.7,79,,박무,0
112,2017.1.3 6:00,0.2,,0.7,66,,연무,0
112,2017.1.3 7:00,0.1,,0.5,68,,연무,0
112,2017.1.3 8:00,-0.2,,1.6,78,,박무,0
112,2017.1.3 9:00,1.3,,1.7,63,,연무,0
112,2017.1.3 10:00,3.5,,1.1,63,,연무,0
112,2017.1.3 11:00,5,,1.7,58,,연무,0
112,2017.1.3 12:00,6,,2.6,60,,연무,0
112,2017.1.3 13:00,6.2,,3,65,,연무,1
112,2017.1.3 14:00,7,,2.8,55,,맑음,0
112,2017.1.3 15:00,6.4,,3.8,56,,맑음,0
112,2017.1.3 16:00,6.2,,3.2,54,,맑음,0
112,2017.1.3 17:00,5.2,,2.6,56,,맑음,0
112,2017.1.3 18:00,4.2,,1.5,65,,맑음,0
112,2017.1.3 19:00,3.7,,1.5,64,,,
112,2017.1.3 20:00,3.5,,1.3,68,,,
112,2017.1.3 21:00,3.3,,1.7,72,,맑음,0
112,2017.1.3 22:00,4.1,,2.9,72,,,
112,2017.1.3 23:00,4.4,,2.5,76,,,
112,2017.1.4 0:00,4.8,,2.3,81,,구름많음,8
112,2017.1.4 1:00,4.7,,2.2,84,,,
112,2017.1.4 2:00,3.8,,2.1,81,,,
112,2017.1.4 3:00,3.8,,2.3,82,,박무,7
112,2017.1.4 4:00,3.3,,1.9,84,,박무,8
112,2017.1.4 5:00,2.9,,1.6,84,,박무,8
112,2017.1.4 6:00,3,,0.9,85,,박무,6
112,2017.1.4 7:00,2.6,,0.6,85,,박무,5
112,2017.1.4 8:00,2.3,,0.9,90,,박무,0
112,2017.1.4 9:00,2.5,,0.3,89,,박무,0
112,2017.1.4 10:00,3.8,,1.6,84,,박무,0
112,2017.1.4 11:00,4.6,,2.4,77,,박무,0
112,2017.1.4 12:00,5.6,,3.7,43,,맑음,0
112,2017.1.4 13:00,6.6,,2.8,60,,연무,0
112,2017.1.4 14:00,7.3,,3.1,40,,맑음,0
112,2017.1.4 15:00,7.5,,3.7,42,,맑음,1
112,2017.1.4 16:00,7.1,,4.1,40,,맑음,2
112,2017.1.4 17:00,6.1,,3.3,56,,구름조금,4
112,2017.1.4 18:00,5.2,,2.3,60,,맑음,1
112,2017.1.4 19:00,5.1,,3.7,53,,,
112,2017.1.4 20:00,4.4,,4.1,54,,,
112,2017.1.4 21:00,3.8,,3.4,51,,맑음,2
112,2017.1.4 22:00,3.3,,5.2,46,,,
112,2017.1.4 23:00,2.8,,2.4,49,,,
112,2017.1.5 0:00,2.6,,2.4,57,,구름조금,3
112,2017.1.5 1:00,2.4,,3.1,54,,,
112,2017.1.5 2:00,1.8,,3,51,,,
112,2017.1.5 3:00,1.9,,3.8,49,,구름많음,8
112,2017.1.5 4:00,1.6,,3.2,52,,흐림,9
112,2017.1.5 5:00,1.5,,3.2,53,,흐림,9
112,2017.1.5 6:00,1.4,,3.5,55,,흐림,9
112,2017.1.5 7:00,1.2,,2.2,56,,구름많음,8
112,2017.1.5 8:00,0.9,,3.1,61,,흐림,9
112,2017.1.5 9:00,1.4,,2.9,62,,연무,9
112,2017.1.5 10:00,2.3,,2.5,58,,연무,8
112,2017.1.5 11:00,4.1,,2.4,48,,,9
112,2017.1.5 12:00,5.5,,4.9,49,,흐림,9
112,2017.1.5 13:00,6.2,,5.2,50,,흐림,9
112,2017.1.5 14:00,7,,4.7,51,,흐림,9
112,2017.1.5 15:00,7.6,,5,51,,흐림,9
112,2017.1.5 16:00,7.6,,5.4,51,,흐림,9
112,2017.1.5 17:00,7.6,,3.9,52,,흐림,9
112,2017.1.5 18:00,7.5,,4.3,52,,흐림,9
112,2017.1.5 19:00,7.5,,5.2,52,,,
112,2017.1.5 20:00,7.4,,4.1,52,,,
112,2017.1.5 21:00,7.1,,4,54,,흐림,9
112,2017.1.5 22:00,6.8,,3.9,55,,,
112,2017.1.5 23:00,6.5,,4.3,56,,,
112,2017.1.6 0:00,6,,3.1,56,,구름많음,7
112,2017.1.6 1:00,5.8,,3.7,58,,,
112,2017.1.6 2:00,5.5,,3.4,58,,,
112,2017.1.6 3:00,5.4,,3.2,58,,흐림,9
112,2017.1.6 4:00,5.3,,2.7,58,,구름많음,8
112,2017.1.6 5:00,5.3,,3.3,57,,흐림,9
112,2017.1.6 6:00,5.2,,2.2,58,,흐림,9
112,2017.1.6 7:00,5,,3,60,,구름많음,8
112,2017.1.6 8:00,4.6,,3,61,,구름많음,6
112,2017.1.6 9:00,5.1,,2.6,59,,구름조금,3
112,2017.1.6 10:00,6.9,,3.4,55,,구름조금,4
112,2017.1.6 11:00,7.6,,2.8,55,,구름많음,7
112,2017.1.6 12:00,9.4,,2.1,52,,구름조금,3
112,2017.1.6 13:00,10,,1.4,48,,구름조금,3
112,2017.1.6 14:00,10.2,,2.8,53,,맑음,2
112,2017.1.6 15:00,10.3,,1.7,53,,맑음,2
112,2017.1.6 16:00,9.1,,3.3,56,,구름조금,3
112,2017.1.6 17:00,8.1,,2.8,58,,구름조금,3
112,2017.1.6 18:00,6.5,,2.3,69,,맑음,1
112,2017.1.6 19:00,5.7,,2.4,74,,,
112,2017.1.6 20:00,5.8,,2.3,68,,,
112,2017.1.6 21:00,5.3,,1.1,78,,맑음,0
112,2017.1.6 22:00,4.8,,1.3,78,,,
112,2017.1.6 23:00,4.9,,0.8,71,,,
112,2017.1.7 0:00,4.5,,1.2,74,,연무,0
112,2017.1.7 1:00,4.4,,1.1,74,,,
112,2017.1.7 2:00,3.9,,1.8,77,,,
112,2017.1.7 3:00,3.6,,1.6,85,,박무,0
112,2017.1.7 4:00,3.2,,1.9,81,,박무,0
112,2017.1.7 5:00,2.8,,1.9,83,,박무,0
112,2017.1.7 6:00,2.2,,1.7,88,,박무,0
112,2017.1.7 7:00,1.9,,1.8,86,,박무,0
112,2017.1.7 8:00,1.8,,0.4,85,,박무,7
112,2017.1.7 9:00,2.4,,0.6,83,,박무,8
112,2017.1.7 10:00,4.1,,2.1,74,,박무,9
112,2017.1.7 11:00,3.6,,2.3,84,,박무,8
112,2017.1.7 12:00,6.8,,1.2,66,,연무,7
112,2017.1.7 13:00,7,,2,61,,연무,8
112,2017.1.7 14:00,7.5,,1.8,63,,연무,9
112,2017.1.7 15:00,7.8,,2.8,61,,연무,9
112,2017.1.7 16:00,7.8,,2.2,59,,연무,9
112,2017.1.7 17:00,7.6,,3.6,63,,연무,6
112,2017.1.7 18:00,6.6,,2.7,71,,연무,3
112,2017.1.7 19:00,5.9,,2.6,74,,,
112,2017.1.7 20:00,5.8,,2.5,66,,,
112,2017.1.7 21:00,5.1,,2.6,77,,박무,0
112,2017.1.7 22:00,5,,2.2,70,,,
112,2017.1.7 23:00,5.1,,1.6,69,,흐림,
112,2017.1.8 0:00,5.7,,3.2,61,,흐림,10
112,2017.1.8 1:00,6.5,,4.2,59,,,
112,2017.1.8 2:00,6.3,,3.5,60,,,
112,2017.1.8 3:00,6.4,,4.1,59,,구름조금,3
112,2017.1.8 4:00,6.2,,4,60,,맑음,2
112,2017.1.8 5:00,6.3,,5,60,,구름조금,4
112,2017.1.8 6:00,6,,5.1,61,,맑음,1
112,2017.1.8 7:00,5.4,,2.3,67,,맑음,0
112,2017.1.8 8:00,4.2,,2.7,74,,구름조금,4
112,2017.1.8 9:00,4.8,,2.4,72,,구름많음,6
112,2017.1.8 10:00,7,,4.4,63,,흐림,9
112,2017.1.8 11:00,8.1,,2.1,61,,구름많음,8
112,2017.1.8 12:00,7.9,,2.2,66,,흐림,9
112,2017.1.8 13:00,8.1,,3.5,66,,흐림,9
112,2017.1.8 14:00,8.5,,3.6,63,,흐림,10
112,2017.1.8 15:00,8.4,,3.1,66,,흐림,10
112,2017.1.8 16:00,8.3,,2.2,62,,흐림,10
112,2017.1.8 17:00,8,,1.9,71,,흐림,9
112,2017.1.8 18:00,7,,4.4,74,,흐림,10
112,2017.1.8 19:00,6.6,,2.9,74,,,
112,2017.1.8 20:00,6.1,,4.6,76,,,
112,2017.1.8 21:00,5.4,,4.5,80,,박무,10
112,2017.1.8 22:00,4.8,,5.6,83,,,
112,2017.1.8 23:00,4.5,,4.3,84,,,
112,2017.1.9 0:00,4.4,,3.6,84,,박무,10
112,2017.1.9 1:00,4.2,,4.4,83,,,
112,2017.1.9 2:00,4,,4.3,90,,약한비단속,10
112,2017.1.9 3:00,4,0.1,3.1,90,,약한비단속,10
112,2017.1.9 4:00,3.5,,5.4,87,,약한비단속,10
112,2017.1.9 5:00,3.4,,4.5,87,,비 끝남,10
112,2017.1.9 6:00,3.1,0,5,86,,박무,10
112,2017.1.9 7:00,2.9,,4.9,87,,박무,7
112,2017.1.9 8:00,1.7,,5.3,84,,박무,4
112,2017.1.9 9:00,1.9,,4.5,81,,박무,6
112,2017.1.9 10:00,2.1,,5.9,71,,박무,7
112,2017.1.9 11:00,2.6,,4.5,65,,연무,2
112,2017.1.9 12:00,3.1,,5.6,59,,연무,2
112,2017.1.9 13:00,2.9,,6.1,58,,연무,0
112,2017.1.9 14:00,3.4,,5.9,53,,연무,0
112,2017.1.9 15:00,3.4,,4.7,49,,연무,0
112,2017.1.9 16:00,3,,4.7,51,,맑음,0
112,2017.1.9 17:00,2.8,,4.6,46,,맑음,0
112,2017.1.9 18:00,2,,3.4,48,,맑음,0
112,2017.1.9 19:00,1.1,,4.7,56,,,
112,2017.1.9 20:00,0.6,,4.8,55,,,
112,2017.1.9 21:00,-0.4,,6.4,55,,맑음,0
112,2017.1.9 22:00,-1.3,,4.1,61,,,
112,2017.1.9 23:00,-1.9,,2.2,60,,,
112,2017.1.10 0:00,-2.1,,4.4,62,,맑음,0
112,2017.1.10 1:00,-2.4,,3.7,59,,,
112,2017.1.10 2:00,-2.4,,4.1,59,,,
112,2017.1.10 3:00,-2.4,,4.4,57,,맑음,0
112,2017.1.10 4:00,-2.5,,4.8,57,,구름조금,3
112,2017.1.10 5:00,-2.7,,3,53,,구름조금,4
112,2017.1.10 6:00,-2.7,,3,53,,맑음,0
112,2017.1.10 7:00,-2.6,,2.7,57,,맑음,0
112,2017.1.10 8:00,-2.7,,2.3,58,,맑음,0
112,2017.1.10 9:00,-2.1,,0.5,54,,맑음,0
112,2017.1.10 10:00,-0.4,,1.9,51,,구름많음,8
112,2017.1.10 11:00,-0.8,,3.4,65,,약한눈단속,8
112,2017.1.10 12:00,-0.2,0,3.5,66,,약한눈단속,7
112,2017.1.10 13:00,0.2,,5.4,56,,눈 끝남,3
112,2017.1.10 14:00,0.3,,5,57,,맑음,2
112,2017.1.10 15:00,0.2,0,6.4,38,,맑음,0
112,2017.1.10 16:00,-0.3,,6,41,,맑음,2
112,2017.1.10 17:00,-1.1,,5.1,44,,맑음,1
112,2017.1.10 18:00,-1.9,,5.7,45,,맑음,0
112,2017.1.10 19:00,-2.5,,5.9,43,,,
112,2017.1.10 20:00,-3.5,,5.8,42,,,
112,2017.1.10 21:00,-4.7,,5.4,48,,맑음,0
112,2017.1.10 22:00,-5.4,,6.4,43,,,
112,2017.1.10 23:00,-5.6,,5.7,43,,,
112,2017.1.11 0:00,-5.5,,5.7,36,,맑음,0
112,2017.1.11 1:00,-5.5,,5.2,40,,,
112,2017.1.11 2:00,-5.5,,5.7,40,,,
112,2017.1.11 3:00,-5.7,,4.7,33,,맑음,0
112,2017.1.11 4:00,-5.6,,5.1,32,,맑음,0
112,2017.1.11 5:00,-5.7,,3.6,33,,맑음,0
112,2017.1.11 6:00,-5.8,,2.8,33,,맑음,0
112,2017.1.11 7:00,-6.3,,1.9,36,,맑음,0
112,2017.1.11 8:00,-6.5,,1,28,,맑음,0
112,2017.1.11 9:00,-5,,1,29,,구름많음,7
112,2017.1.11 10:00,-2.7,,2,31,,맑음,2
112,2017.1.11 11:00,-1.4,,1.3,36,,구름조금,3
112,2017.1.11 12:00,0.3,,2.6,38,,구름조금,5
112,2017.1.11 13:00,0.5,,1.7,50,,구름조금,4
112,2017.1.11 14:00,1.6,,2.6,53,,맑음,1
112,2017.1.11 15:00,1.8,,3.8,49,,구름조금,3
112,2017.1.11 16:00,0.3,,5.2,47,,맑음,0
112,2017.1.11 17:00,-0.1,,2.9,41,,맑음,0
112,2017.1.11 18:00,-0.8,,2.9,40,,맑음,0
112,2017.1.11 19:00,-1.2,,2.3,44,,,
112,2017.1.11 20:00,-1.4,,1.5,50,,,
112,2017.1.11 21:00,-1.1,,2.1,54,,맑음,2
112,2017.1.11 22:00,-0.6,,1.8,54,,,
112,2017.1.11 23:00,0.1,,1.8,49,,,
112,2017.1.12 0:00,1.3,0,4.2,65,,약한눈단속,9
112,2017.1.12 1:00,2.2,,4.3,67,,약한눈단속,9
112,2017.1.12 2:00,2.4,,5.6,77,,약한눈단속,9
112,2017.1.12 3:00,1.6,0.3,4.8,91,,약한눈단속,9
112,2017.1.12 4:00,1.2,,2.1,70,,눈 끝남,9
112,2017.1.12 5:00,1.1,,1.5,65,,흐림,9
112,2017.1.12 6:00,1.2,0,2.8,65,,약한눈단속,9
112,2017.1.12 7:00,0.5,,2.8,55,,약한눈단속,9
112,2017.1.12 8:00,-0.1,,3.6,53,,눈 끝남,9
112,2017.1.12 9:00,-0.9,0,3.9,54,,맑음,1
112,2017.1.12 10:00,-0.7,,5.5,40,,구름많음,7
112,2017.1.12 11:00,-0.4,,6,35,,구름조금,5
112,2017.1.12 12:00,0.4,,4,36,,구름많음,8
112,2017.1.12 13:00,0.2,,5.5,41,,구름많음,7
112,2017.1.12 14:00,0.7,,6.1,37,,구름조금,4
112,2017.1.12 15:00,0.4,,6.9,38,,맑음,0
112,2017.1.12 16:00,0.2,,6.7,31,,맑음,0
112,2017.1.12 17:00,-0.4,,5.3,34,,맑음,0
112,2017.1.12 18:00,-1.2,,6,36,,맑음,0
112,2017.1.12 19:00,-1.9,,6.6,33,,,
112,2017.1.12 20:00,-2.6,,5.1,36,,,
112,2017.1.12 21:00,-3,,4,41,,맑음,0
112,2017.1.12 22:00,-3.6,,4.8,40,,,
112,2017.1.12 23:00,-4.3,,3.6,44,,,
112,2017.1.13 0:00,-4.4,,4.2,47,,맑음,0
112,2017.1.13 1:00,-4.6,,2.9,48,,,
112,2017.1.13 2:00,-4.6,,3.6,47,,,
112,2017.1.13 3:00,-4.8,,2.3,50,,맑음,0
112,2017.1.13 4:00,-5.3,,3.2,42,,맑음,0
112,2017.1.13 5:00,-5.3,,2.4,36,,구름많음,8
112,2017.1.13 6:00,-5.4,,2.9,33,,흐림,9
112,2017.1.13 7:00,-5.1,,4,30,,흐림,9
112,2017.1.13 8:00,-5.6,,4.3,43,,약한눈단속,9
112,2017.1.13 9:00,-5.8,0,5.6,59,,약한눈단속,7
112,2017.1.13 10:00,-6.1,,4.2,75,,약한눈계속,9
112,2017.1.13 11:00,-6,,3.9,79,0.5,약한눈계속,9
112,2017.1.13 12:00,-5,0.4,1.7,82,0.6,눈 끝남,4
112,2017.1.13 13:00,-4.1,,3.1,67,,구름조금,3
112,2017.1.13 14:00,-2.5,,4.5,54,,구름조금,4
112,2017.1.13 15:00,-2.1,,5,52,,구름조금,4
112,2017.1.13 16:00,-2.1,,5.7,45,,맑음,2
112,2017.1.13 17:00,-2.7,,7.3,52,,맑음,2
112,2017.1.13 18:00,-3.4,,7.2,50,,맑음,0
112,2017.1.13 19:00,-3.9,,7.1,51,,,
112,2017.1.13 20:00,-5.3,,4.8,49,,,
112,2017.1.13 21:00,-6.2,,6.5,50,,맑음,0
112,2017.1.13 22:00,-6.3,,5.6,49,,,
112,2017.1.13 23:00,-6.3,,4.4,50,,,
112,2017.1.14 0:00,-6.5,,5.7,45,,맑음,0
112,2017.1.14 1:00,-6.7,,5.7,46,,,
112,2017.1.14 2:00,-7,,5.2,48,,,
112,2017.1.14 3:00,-7.1,,4.1,52,,맑음,0
112,2017.1.14 4:00,-7.3,,4.5,53,,맑음,0
112,2017.1.14 5:00,-7.5,,6.5,47,,맑음,0
112,2017.1.14 6:00,-7.6,,6.7,46,,맑음,0
112,2017.1.14 7:00,-8.1,,7.4,48,,맑음,0
112,2017.1.14 8:00,-8.6,,4.6,47,,맑음,0
112,2017.1.14 9:00,-8.6,,4.8,40,,맑음,0
112,2017.1.14 10:00,-8.2,,5.7,34,,맑음,0
112,2017.1.14 11:00,-7.5,,6.7,31,,맑음,0
112,2017.1.14 12:00,-6.9,,6.4,30,,맑음,0
112,2017.1.14 13:00,-6.4,,8.1,31,,맑음,0
112,2017.1.14 14:00,-5.5,,7.6,31,,맑음,0
112,2017.1.14 15:00,-5.3,,8.3,31,,맑음,0
112,2017.1.14 16:00,-5.2,,8.2,32,,맑음,0
112,2017.1.14 17:00,-5.7,,8.2,34,,맑음,0
112,2017.1.14 18:00,-6.4,,8.3,35,,맑음,0
112,2017.1.14 19:00,-6.6,,8.6,41,,,
112,2017.1.14 20:00,-6.7,,7.6,33,,,
112,2017.1.14 21:00,-6.9,,7,30,,맑음,0
112,2017.1.14 22:00,-7.4,,6.8,32,,,
112,2017.1.14 23:00,-7.7,,6.3,33,,,
112,2017.1.15 0:00,-7.9,,5.7,35,,맑음,0
112,2017.1.15 1:00,-8,,5.6,36,,,
112,2017.1.15 2:00,-8,,5,39,,,
112,2017.1.15 3:00,-8.3,,4,41,,맑음,0
112,2017.1.15 4:00,-8.1,,5,41,,맑음,0
112,2017.1.15 5:00,-8.4,,6,43,,맑음,0
112,2017.1.15 6:00,-8.6,,5.2,45,,맑음,0
112,2017.1.15 7:00,-8.7,,5.2,45,,맑음,0
112,2017.1.15 8:00,-8.6,,5,46,,맑음,0
112,2017.1.15 9:00,-8,,4.5,45,,맑음,0
112,2017.1.15 10:00,-7,,3.7,42,,맑음,0
112,2017.1.15 11:00,-5.8,,4,37,,맑음,0
112,2017.1.15 12:00,-4.9,,3.8,33,,맑음,0
112,2017.1.15 13:00,-4.1,,3.5,38,,맑음,0
112,2017.1.15 14:00,-2.8,,3.4,40,,맑음,0
112,2017.1.15 15:00,-2.3,,4.6,39,,맑음,0
112,2017.1.15 16:00,-2.1,,3.5,37,,맑음,0
112,2017.1.15 17:00,-1.6,,1.6,39,,맑음,0
112,2017.1.15 18:00,-2.7,,1.1,43,,맑음,0
112,2017.1.15 19:00,-2.9,,2.3,45,,,
112,2017.1.15 20:00,-2.3,,2.9,39,,,
112,2017.1.15 21:00,-2.6,,4.5,39,,맑음,0
112,2017.1.15 22:00,-3.6,,2.8,41,,,
112,2017.1.15 23:00,-4.3,,5.5,41,,,
112,2017.1.16 0:00,-4.7,,4.7,44,,맑음,0
112,2017.1.16 1:00,-5.2,,3.9,44,,,
112,2017.1.16 2:00,-5.3,,3.7,43,,,
112,2017.1.16 3:00,-5.8,,2.2,46,,맑음,0
112,2017.1.16 4:00,-5.4,,2.7,53,,맑음,0
112,2017.1.16 5:00,-6.1,,2.3,51,,맑음,0
112,2017.1.16 6:00,-5.9,,2.6,47,,맑음,0
112,2017.1.16 7:00,-6.2,,2,52,,맑음,0
112,2017.1.16 8:00,-6.2,,2.9,52,,맑음,0
112,2017.1.16 9:00,-5.1,,2.7,40,,맑음,0
112,2017.1.16 10:00,-3.1,,1.4,36,,맑음,0
112,2017.1.16 11:00,-1.6,,1.9,31,,맑음,0
112,2017.1.16 12:00,-0.4,,1.2,32,,맑음,0
112,2017.1.16 13:00,-0.8,,3.5,35,,맑음,0
112,2017.1.16 14:00,0.1,,3,33,,맑음,0
112,2017.1.16 15:00,0.8,,1.7,31,,맑음,0
112,2017.1.16 16:00,1.7,,2.6,45,,맑음,0
112,2017.1.16 17:00,0.7,,2.4,40,,맑음,1
112,2017.1.16 18:00,-1.2,,2.4,54,,맑음,0
112,2017.1.16 19:00,-1.8,,0.8,55,,,
112,2017.1.16 20:00,-1.9,,2.1,55,,,
112,2017.1.16 21:00,-2.2,,1.4,59,,맑음,1
112,2017.1.16 22:00,-2.2,,1.5,58,,,
112,2017.1.16 23:00,-2.6,,2.3,58,,,
112,2017.1.17 0:00,-3.1,,1.5,48,,맑음,0
112,2017.1.17 1:00,-3.4,,1.5,52,,,
112,2017.1.17 2:00,-3.8,,0.6,51,,,
112,2017.1.17 3:00,-3.8,,0.1,53,,맑음,0
112,2017.1.17 4:00,-3.7,,0.8,55,,맑음,0
112,2017.1.17 5:00,-4,,0.3,57,,맑음,0
112,2017.1.17 6:00,-4.5,,1.3,65,,맑음,0
112,2017.1.17 7:00,-4.4,,1.4,61,,맑음,0
112,2017.1.17 8:00,-5.1,,0.4,64,,구름많음,7
112,2017.1.17 9:00,-3.7,,1.7,60,,구름많음,8
112,2017.1.17 10:00,-2,,0.9,53,,구름조금,3
112,2017.1.17 11:00,0.2,,1.5,41,,맑음,2
112,2017.1.17 12:00,1.1,,1,41,,구름많음,8
112,2017.1.17 13:00,2,,1.6,37,,구름많음,8
112,2017.1.17 14:00,1.9,,1.7,48,,구름많음,6
112,2017.1.17 15:00,2.4,,2.3,44,,맑음,2
112,2017.1.17 16:00,2.1,,2.8,49,,맑음,0
112,2017.1.17 17:00,1.7,,1.9,53,,구름많음,8
112,2017.1.17 18:00,0.9,,2.1,59,,구름조금,4
112,2017.1.17 19:00,0.8,,2.6,63,,,
112,2017.1.17 20:00,0.6,,2.1,66,,,
112,2017.1.17 21:00,0.8,,1.4,66,,흐림,9
112,2017.1.17 22:00,0.9,,1.3,69,,,
112,2017.1.17 23:00,1.2,,2.7,71,,,
112,2017.1.18 0:00,1.3,,2.3,74,,흐림,9
112,2017.1.18 1:00,1.1,,2.4,75,,,
112,2017.1.18 2:00,0.8,,2.9,77,,,
112,2017.1.18 3:00,0.5,,1.6,68,,연무,4
112,2017.1.18 4:00,0.4,,1.8,72,,연무,9
112,2017.1.18 5:00,0,,1.5,68,,연무,6
112,2017.1.18 6:00,0,,1.5,69,,연무,2
112,2017.1.18 7:00,-0.7,,1,69,,연무,0
112,2017.1.18 8:00,-0.7,,1.6,72,,연무,7
112,2017.1.18 9:00,-0.3,,1.4,71,,연무,0
112,2017.1.18 10:00,1.4,,1.7,65,,연무,4
112,2017.1.18 11:00,2.4,,2,64,,연무,6
112,2017.1.18 12:00,2.7,,1.6,64,,연무,8
112,2017.1.18 13:00,2.2,,1.1,78,,약한눈단속,8
112,2017.1.18 14:00,3.1,,1.3,77,,눈 끝남,9
112,2017.1.18 15:00,3.6,0,2.6,77,,박무,7
112,2017.1.18 16:00,3.7,,2.5,79,,박무,6
112,2017.1.18 17:00,2.8,,1.9,81,,박무,7
112,2017.1.18 18:00,1.8,,3.1,69,,연무,6
112,2017.1.18 19:00,1.3,,1.4,68,,,
112,2017.1.18 20:00,0.9,,2.6,69,,,
112,2017.1.18 21:00,0.5,,1.8,75,,연무,0
112,2017.1.18 22:00,-0.1,,3.9,70,,,
112,2017.1.18 23:00,-0.9,,3,67,,,
112,2017.1.19 0:00,-1.3,,2.7,67,,연무,0
112,2017.1.19 1:00,-1.7,,4,68,,,
112,2017.1.19 2:00,-2.2,,3.3,72,,,
112,2017.1.19 3:00,-2.5,,3.4,73,,연무,0
112,2017.1.19 4:00,-2.8,,2.9,75,,연무,0
112,2017.1.19 5:00,-3.2,,2.8,76,,연무,5
112,2017.1.19 6:00,-3.3,,2.6,76,,연무,4
112,2017.1.19 7:00,-3.7,,1.7,78,,연무,2
112,2017.1.19 8:00,-3.7,,1,75,,연무,5
112,2017.1.19 9:00,-3.4,,2.1,78,,연무,7
112,2017.1.19 10:00,-2.2,,3.8,74,,연무,8
112,2017.1.19 11:00,-0.9,,1.9,63,,연무,8
112,2017.1.19 12:00,0.2,,1.2,55,,연무,7
112,2017.1.19 13:00,2.2,,2.2,42,,연무,8
112,2017.1.19 14:00,2.4,,2.6,46,,구름많음,8
112,2017.1.19 15:00,2.7,,3.6,56,,연무,7
112,2017.1.19 16:00,1.6,,3.9,43,,구름많음,8
112,2017.1.19 17:00,0.9,,2.2,43,,구름많음,8
112,2017.1.19 18:00,-0.2,,3.5,56,,구름많음,7
112,2017.1.19 19:00,-0.3,,2.2,67,,,
112,2017.1.19 20:00,-0.6,,0.5,62,,,
112,2017.1.19 21:00,-0.7,,1.5,66,,연무,10
112,2017.1.19 22:00,-0.3,,1.8,71,,,
112,2017.1.19 23:00,-0.1,,1.2,70,,,
112,2017.1.20 0:00,-0.1,,1.7,71,,연무,10
112,2017.1.20 1:00,-0.3,,2.6,67,,,
112,2017.1.20 2:00,-0.6,,2.2,81,0.1,약한눈계속,10
112,2017.1.20 3:00,-1.3,0.7,1.8,92,1.2,보통눈계속,10
